"gdp_id";"country_id";"year";"gdp"
915;24;1996;6100000000.0
916;24;1997;6350000000.0
917;24;1998;6180000000.0
918;24;1999;6620000000.0
919;24;2000;9060000000.0
920;24;2001;8980000000.0
921;24;2002;9590000000.0
922;24;2003;11100000000.0
923;24;2004;13200000000.0
924;24;2005;16000000000.0
925;24;2006;18500000000.0
926;24;2007;21700000000.0
927;24;2008;25700000000.0
928;24;2009;22900000000.0
929;24;2010;25700000000.0
930;24;2011;28800000000.0
931;24;2012;30700000000.0
932;24;2013;32500000000.0
933;24;2014;33400000000.0
934;24;2015;31100000000.0
935;24;2016;32200000000.0
936;24;2017;35500000000.0
937;24;2018;37800000000.0
938;24;2019;38700000000.0
939;24;2020;34700000000.0
940;25;1960;170000000.0
941;25;1961;190000000.0
942;25;1962;212000000.0
943;25;1963;238000000.0
944;25;1964;267000000.0
945;25;1965;300000000.0
946;25;1966;340000000.0
947;25;1967;390000000.0
948;25;1968;445000000.0
949;25;1969;528000000.0
950;25;1970;538000000.0
951;25;1971;573000000.0
952;25;1972;591000000.0
953;25;1973;671000000.0
954;25;1974;632000000.0
955;25;1975;596000000.0
956;25;1976;642000000.0
957;25;1977;713000000.0
958;25;1978;832000000.0
959;25;1979;1140000000.0
960;25;1980;1340000000.0
961;25;1981;1430000000.0
962;25;1982;1580000000.0
963;25;1983;1730000000.0
964;25;1984;2040000000.0
965;25;1985;2320000000.0
966;25;1986;2470000000.0
967;25;1987;2710000000.0
968;25;1988;2820000000.0
969;25;1989;3060000000.0
970;25;1990;3170000000.0
971;25;1991;3110000000.0
972;25;1992;3110000000.0
973;25;1993;3090000000.0
974;25;1994;3260000000.0
975;25;1995;3430000000.0
976;25;1996;3610000000.0
977;25;1997;6330000000.0
978;25;1998;6830000000.0
979;25;1999;7680000000.0
980;25;2000;8080000000.0
981;25;2001;8320000000.0
982;25;2002;8880000000.0
983;25;2003;8870000000.0
984;25;2004;9060000000.0
985;25;2005;9840000000.0
986;25;2006;10200000000.0
987;25;2007;10600000000.0
988;25;2008;10500000000.0
989;25;2009;9980000000.0
990;25;2010;10100000000.0
991;25;2011;10100000000.0
992;25;2012;10700000000.0
993;25;2013;10500000000.0
994;25;2014;11100000000.0
995;25;2015;11900000000.0
996;25;2016;12000000000.0
997;25;2017;12400000000.0
998;25;2018;12800000000.0
999;25;2019;13200000000.0
1000;25;2020;9910000000.0
1001;26;1994;1260000000.0
1002;26;1995;1870000000.0
