"equality_id";"country_id";"year";"income_share_poorest_10pro";"income_share_richest_10pro";"inequality_index_gini";"poverty_below_national";"total_number_of_dollar_billionaires"
1633;213;2015;2.8;29.7;37.6;0.0;0
1634;214;1988;1.9;31.1;42.6;0.0;0
1635;214;1992;2.1;29.9;40.3;0.0;0
1636;215;1985;2.3;34.1;43.4;0.0;0
1637;215;1990;2.3;30.7;40.2;0.0;0
1638;215;1995;2.3;31.7;41.7;0.0;0
1639;215;2000;2.4;31.6;40.8;25.4;0
1640;215;2005;2.5;29.1;37.7;23.1;0
1641;215;2010;2.6;27.0;35.8;20.5;0
1642;215;2015;3.2;25.6;32.8;15.2;0
1643;216;1987;2.4;35.1;43.5;0.0;0
1644;216;1994;2.3;32.0;41.3;0.0;0
1645;216;2002;2.3;31.9;41.4;0.0;0
1646;216;2003;2.1;32.4;42.2;0.0;0
1647;216;2004;2.0;30.8;41.3;0.0;6
1648;216;2005;1.9;32.8;42.6;18.6;8
1649;216;2006;2.1;29.6;39.6;16.3;21
1650;216;2007;2.1;28.2;38.4;16.7;25
1651;216;2008;2.1;29.4;39.0;17.1;0
1652;216;2009;2.2;29.2;39.0;16.9;0
1653;216;2010;2.2;29.3;38.8;16.1;0
1654;216;2011;2.2;30.5;40.0;16.3;0
1655;216;2012;2.2;30.5;40.2;15.0;0
1656;216;2013;2.2;30.6;40.2;15.0;0
1657;216;2014;2.2;31.6;41.2;14.7;0
1658;216;2015;2.1;33.5;42.9;14.3;0
1659;216;2016;2.2;32.1;41.9;13.5;0
1660;216;2017;2.2;31.9;41.4;13.9;0
1661;216;2018;2.2;32.6;41.9;14.4;0
1662;216;2019;2.0;31.6;41.9;15.0;0
1663;217;2010;2.7;30.8;39.1;26.3;0
1664;219;1991;2.7;27.1;35.3;0.0;0
1665;219;2000;2.7;28.9;37.3;35.6;0
1666;219;2007;2.5;31.9;40.3;34.4;0
1667;219;2011;3.1;31.0;37.8;28.2;0
1668;219;2018;2.9;33.1;40.5;0.0;0
1669;220;1989;1.9;33.7;44.4;0.0;0
1670;220;1992;2.4;33.5;41.4;56.4;0
1671;220;1996;2.8;31.3;39.0;44.4;0
1672;220;1999;2.3;34.9;43.0;33.8;0
1673;220;2002;2.4;37.5;45.2;38.8;0
1674;220;2005;2.4;34.5;42.9;31.1;0
1675;220;2009;2.3;36.4;44.2;24.5;0
1676;220;2012;2.5;32.9;41.0;19.7;0
1677;220;2016;2.5;34.2;42.8;21.4;0
1678;220;2019;2.4;34.5;42.7;20.3;0
1679;221;1992;3.1;22.9;29.7;0.0;0
1680;221;1993;3.6;23.2;28.9;0.0;0
1681;221;1995;2.4;30.4;39.3;0.0;0
1682;221;1996;2.8;27.6;35.2;0.0;0
1683;221;2002;3.6;23.2;29.0;0.0;0
1684;221;2003;3.8;23.3;28.7;0.0;0
1685;221;2004;3.6;23.1;28.9;0.0;0
1686;221;2005;3.7;23.2;29.0;0.0;3
1687;221;2006;3.7;24.1;29.8;0.0;3
1688;221;2007;4.0;22.0;27.0;0.0;7
1689;221;2008;4.1;21.9;26.6;0.0;0
1690;221;2009;4.3;21.2;25.3;0.0;0
1691;221;2010;4.4;21.0;24.8;0.0;0
1692;221;2011;4.4;20.7;24.6;0.0;0
1693;221;2012;4.4;20.8;24.7;0.0;0
1694;221;2013;4.4;21.1;24.6;0.0;0
1695;221;2014;4.5;20.6;24.0;0.0;0
1696;221;2015;4.2;21.6;25.5;0.0;0
1697;221;2016;4.3;21.2;25.0;0.0;0
1698;221;2017;4.1;21.7;26.0;0.0;0
1699;221;2018;4.2;22.0;26.1;0.0;0
1700;221;2019;4.1;22.3;26.6;1.1;0
1701;221;2020;4.3;21.8;25.6;0.0;0
1702;223;2006;1.9;35.0;45.9;0.0;0
1703;223;2007;1.9;35.4;46.4;0.0;0
1704;223;2008;1.9;34.3;45.1;0.0;0
1705;223;2009;1.8;34.6;45.5;0.0;0
1706;223;2010;2.0;33.6;44.5;0.0;0
1707;223;2011;2.0;31.6;42.2;0.0;0
1708;223;2012;2.1;29.2;39.9;0.0;0
1709;223;2013;2.1;30.1;40.5;0.0;0
1710;223;2014;2.1;29.8;40.1;0.0;0
1711;223;2015;2.1;29.8;40.1;0.0;0
1712;223;2016;2.2;29.6;39.7;0.0;0
1713;223;2017;2.3;29.6;39.5;0.0;0
1714;223;2018;2.3;29.7;39.7;0.0;0
1715;223;2019;2.3;29.7;39.7;0.0;0
1716;223;2020;2.2;29.9;40.2;11.6;0
1717;224;1974;2.1;26.0;35.3;0.0;0
1718;224;1979;2.3;25.3;34.5;0.0;0
1719;224;1986;2.0;26.7;37.4;0.0;0
1720;224;1991;2.0;27.5;38.0;0.0;0
1721;224;1992;1.9;27.7;38.4;0.0;0
1722;224;1993;1.8;29.7;40.4;0.0;0
1723;224;1994;1.9;29.6;40.0;0.0;0
1724;224;1995;1.9;29.7;39.9;0.0;0
1725;224;1996;1.9;30.0;40.3;0.0;0
1726;224;1997;1.9;30.4;40.5;0.0;0
1727;224;1998;1.9;29.7;40.0;0.0;0
1728;224;1999;1.9;29.9;40.0;0.0;0
1729;224;2000;1.9;30.3;40.1;0.0;0
1730;224;2001;1.9;30.6;40.6;0.0;0
1731;224;2002;1.8;30.1;40.4;0.0;0
1732;224;2003;1.7;30.2;40.8;0.0;0
1733;224;2004;1.8;30.1;40.3;0.0;277
1734;224;2005;1.8;30.8;41.0;0.0;341
1735;224;2006;1.7;31.2;41.4;0.0;371
1736;224;2007;1.7;30.4;40.8;0.0;415
1737;224;2008;1.7;30.3;40.8;0.0;0
1738;224;2009;1.8;30.4;40.6;0.0;0
1739;224;2010;1.8;29.3;40.0;0.0;0
1740;224;2011;1.8;30.2;40.9;0.0;0
1741;224;2012;1.8;30.2;40.9;0.0;0
1742;224;2013;1.8;30.0;40.7;0.0;0
1743;224;2014;1.7;30.7;41.5;0.0;0
1744;224;2015;1.8;30.5;41.2;0.0;0
1745;224;2016;1.8;30.4;41.1;0.0;0
1746;224;2017;1.7;30.3;41.2;0.0;0
1747;224;2018;1.7;30.7;41.4;0.0;0
1748;224;2019;1.8;30.8;41.5;0.0;0
1749;225;1998;1.1;32.7;44.7;0.0;0
1750;225;2000;2.7;28.6;36.1;0.0;0
1751;225;2002;3.3;27.4;33.0;0.0;0
1752;225;2003;2.9;28.3;35.3;0.0;0
1753;228;1981;1.2;43.4;55.6;0.0;0
1754;228;1987;1.3;40.8;53.4;0.0;0
1755;228;1989;1.3;32.5;43.8;0.0;0
1756;228;1992;1.6;31.6;42.1;0.0;0
1757;228;1995;1.3;35.6;47.2;0.0;0
1758;228;1998;1.0;35.8;48.1;49.0;0
1759;228;1999;1.1;36.0;47.8;42.8;0
1760;228;2001;1.2;35.3;47.2;31.1;0
1761;228;2002;0.8;36.2;49.0;41.1;0
1762;228;2003;0.7;35.1;48.1;54.0;0
1763;228;2004;0.7;34.7;47.5;53.1;2
1764;228;2005;0.5;36.4;49.5;42.4;2
1765;228;2006;1.2;33.2;44.8;33.1;2
1766;231;1992;3.3;28.6;35.7;0.0;0
1767;231;1997;3.3;29.1;35.4;0.0;0
1768;231;2002;3.2;29.8;37.0;0.0;0
1769;231;2004;2.9;28.8;36.8;0.0;0
1770;231;2006;2.9;27.7;35.8;0.0;0
1771;231;2008;3.0;28.0;35.6;0.0;0
1772;231;2010;2.5;30.9;39.3;20.7;0
1773;231;2012;2.8;27.7;35.6;17.2;0
1774;231;2014;2.7;26.8;34.8;13.5;0
1775;231;2016;2.6;27.1;35.3;9.8;0
1776;231;2018;2.5;27.5;35.7;6.7;0
1777;232;2010;2.7;29.1;37.4;0.0;0
1778;232;2019;3.0;24.7;32.3;0.0;0
1779;234;2002;2.5;32.5;40.7;0.0;0
1780;234;2008;2.7;34.1;42.0;26.9;0
1781;234;2013;2.7;31.3;38.7;20.3;0
1782;235;1998;2.9;26.8;35.0;0.0;0
1783;235;2005;3.3;28.6;34.7;34.8;0
1784;235;2014;3.0;29.4;36.7;48.6;0
1785;237;1993;1.3;46.7;59.3;0.0;0
1786;237;2000;1.3;44.9;57.8;0.0;0
1787;237;2005;1.0;54.2;64.8;66.6;3
1788;237;2008;1.0;51.3;63.0;62.1;0
1789;237;2010;0.9;51.3;63.4;53.2;0
1790;237;2014;0.9;50.5;63.0;55.5;0
1791;238;1991;0.2;42.9;60.5;0.0;0
1792;238;1993;1.1;39.3;52.6;0.0;0
1793;238;1996;1.7;37.3;48.3;0.0;0
1794;238;1998;1.6;38.2;49.1;0.0;0
1795;238;2002;2.4;33.7;42.1;0.0;0
1796;238;2004;1.3;42.7;54.3;0.0;0
1797;238;2006;1.3;43.2;54.6;0.0;0
1798;238;2010;1.5;45.2;55.6;54.7;0
1799;238;2015;1.0;44.4;57.1;54.4;0
1800;239;2011;2.5;33.8;43.2;22.5;0
1801;239;2017;2.5;34.8;44.3;30.4;0
1802;198;1999;0.0;42.1;57.9;0.0;0
1803;195;2017;0.0;0.0;36.8;0.0;0
1804;239;2019;0.0;0.0;50.3;38.3;0
1805;2;2007;0.0;0.0;0.0;33.7;0
1806;2;2011;0.0;0.0;0.0;38.3;0
1807;2;2016;0.0;0.0;0.0;54.5;0
1808;16;2002;0.0;0.0;0.0;13.2;0
1809;17;2007;0.0;0.0;0.0;15.8;0
1810;17;2008;0.0;0.0;0.0;13.2;0
1811;17;2009;0.0;0.0;0.0;10.9;0
1812;17;2010;0.0;0.0;0.0;9.1;0
1813;17;2011;0.0;0.0;0.0;7.6;0
1814;17;2012;0.0;0.0;0.0;6.0;0
1815;20;2006;0.0;0.0;0.0;37.5;0
1816;20;2007;0.0;0.0;0.0;33.0;0
1817;20;2010;0.0;0.0;0.0;35.2;0
1818;20;2019;0.0;0.0;0.0;38.5;0
1819;26;2015;0.0;0.0;0.0;16.9;0
1820;40;2019;0.0;0.0;0.0;15.5;0
1821;42;2000;0.0;0.0;0.0;49.8;0
1822;42;2020;0.0;0.0;0.0;0.0;0
1823;49;2013;0.0;0.0;0.0;42.4;0
1824;57;2019;0.0;0.0;0.0;18.5;0
1825;65;1993;0.0;0.0;0.0;69.0;0
1826;73;2019;0.0;0.0;0.0;13.8;0
1827;85;2006;0.0;0.0;0.0;76.8;0
1828;86;2002;0.0;0.0;0.0;20.7;0
1829;102;2019;0.0;0.0;0.0;13.9;0
1830;108;1989;0.0;0.0;0.0;30.5;0
1831;108;1991;0.0;0.0;0.0;44.6;0
1832;108;1992;0.0;0.0;0.0;33.9;0
1833;108;1994;0.0;0.0;0.0;22.8;0
1834;108;1995;0.0;0.0;0.0;27.5;0
1835;108;1997;0.0;0.0;0.0;19.9;0
1836;108;1998;0.0;0.0;0.0;15.9;0
1837;108;2000;0.0;0.0;0.0;18.7;0
1838;108;2001;0.0;0.0;0.0;16.9;0
1839;108;2003;0.0;0.0;0.0;19.1;0
1840;108;2005;0.0;0.0;0.0;14.8;0
1841;108;2006;0.0;0.0;0.0;14.3;0
1842;108;2007;0.0;0.0;0.0;9.9;0
1843;108;2008;0.0;0.0;0.0;12.3;0
1844;108;2009;0.0;0.0;0.0;16.5;0
1845;108;2010;0.0;0.0;0.0;17.6;0
1846;108;2012;0.0;0.0;0.0;19.9;0
1847;109;2018;0.0;0.0;0.0;15.7;0
1848;111;2019;0.0;0.0;0.0;4.3;0
1849;111;2020;0.0;0.0;0.0;5.3;0
1850;114;2003;0.0;0.0;0.0;50.2;0
1851;114;2006;0.0;0.0;0.0;45.0;0
1852;114;2008;0.0;0.0;0.0;34.0;0
1853;114;2009;0.0;0.0;0.0;23.9;0
1854;114;2010;0.0;0.0;0.0;22.1;0
1855;114;2011;0.0;0.0;0.0;20.5;0
1856;114;2012;0.0;0.0;0.0;17.7;0
1857;115;2020;0.0;0.0;0.0;21.9;0
1858;133;2020;0.0;0.0;0.0;26.8;0
1859;139;2011;0.0;0.0;0.0;45.4;0
1860;139;2013;0.0;0.0;0.0;47.1;0
1861;139;2014;0.0;0.0;0.0;46.9;0
1862;139;2015;0.0;0.0;0.0;47.2;0
1863;139;2016;0.0;0.0;0.0;46.8;0
1864;139;2017;0.0;0.0;0.0;44.9;0
1865;139;2019;0.0;0.0;0.0;42.3;0
1866;139;2020;0.0;0.0;0.0;41.9;0
1867;140;2004;0.0;0.0;0.0;14.3;0
1868;140;2005;0.0;0.0;0.0;14.2;0
1869;141;2005;0.0;0.0;0.0;48.2;0
1870;141;2010;0.0;0.0;0.0;42.2;0
1871;142;2020;0.0;0.0;0.0;27.8;0
1872;150;2018;0.0;0.0;0.0;5.6;0
1873;150;2019;0.0;0.0;0.0;8.4;0
1874;152;1993;0.0;0.0;0.0;69.3;0
1875;157;2016;0.0;0.0;0.0;24.9;0
1876;160;2002;0.0;0.0;0.0;10.8;0
1877;170;2006;0.0;0.0;0.0;24.9;0
1878;172;2000;0.0;0.0;0.0;16.0;0
1879;172;2019;0.0;0.0;0.0;14.8;0
1880;193;2020;0.0;0.0;0.0;26.2;0
1881;204;2007;0.0;0.0;0.0;35.2;0
1882;209;2013;0.0;0.0;0.0;34.3;0
1883;209;2014;0.0;0.0;0.0;32.0;0
1884;209;2016;0.0;0.0;0.0;30.3;0
1885;209;2017;0.0;0.0;0.0;29.5;0
1886;209;2018;0.0;0.0;0.0;27.4;0
1887;209;2019;0.0;0.0;0.0;26.3;0
1888;216;2001;0.0;0.0;0.0;25.0;0
1889;219;2017;0.0;0.0;0.0;26.4;0
1890;225;2012;0.0;0.0;0.0;15.0;0
1891;225;2013;0.0;0.0;0.0;14.1;0
1892;228;1997;0.0;0.0;0.0;55.6;0
1893;228;2000;0.0;0.0;0.0;41.6;0
1894;228;2007;0.0;0.0;0.0;27.5;2
1895;228;2008;0.0;0.0;0.0;27.7;0
1896;228;2009;0.0;0.0;0.0;26.4;0
1897;228;2010;0.0;0.0;0.0;26.8;0
1898;228;2011;0.0;0.0;0.0;27.4;0
1899;228;2012;0.0;0.0;0.0;27.2;0
1900;228;2013;0.0;0.0;0.0;29.4;0
1901;228;2014;0.0;0.0;0.0;29.5;0
1902;228;2015;0.0;0.0;0.0;33.1;0
1903;232;2020;0.0;0.0;0.0;15.9;0
1904;239;2001;0.0;0.0;0.0;32.2;0
1905;1;2004;0.0;0.0;0.0;0.0;0
1906;1;2005;0.0;0.0;0.0;0.0;0
1907;1;2006;0.0;0.0;0.0;0.0;0
1908;1;2007;0.0;0.0;0.0;0.0;0
1909;2;2004;0.0;0.0;0.0;0.0;0
1910;2;2005;0.0;0.0;0.0;0.0;0
1911;2;2006;0.0;0.0;0.0;0.0;0
1912;3;2004;0.0;0.0;0.0;0.0;0
1913;3;2005;0.0;0.0;0.0;0.0;0
1914;3;2006;0.0;0.0;0.0;0.0;0
1915;3;2007;0.0;0.0;0.0;0.0;0
1916;5;2004;0.0;0.0;0.0;0.0;0
1917;5;2006;0.0;0.0;0.0;0.0;0
1918;5;2007;0.0;0.0;0.0;0.0;0
1919;6;2004;0.0;0.0;0.0;0.0;0
1920;6;2005;0.0;0.0;0.0;0.0;0
1921;6;2006;0.0;0.0;0.0;0.0;0
1922;6;2007;0.0;0.0;0.0;0.0;0
1923;8;2004;0.0;0.0;0.0;0.0;2
1924;8;2005;0.0;0.0;0.0;0.0;2
1925;8;2006;0.0;0.0;0.0;0.0;5
1926;8;2007;0.0;0.0;0.0;0.0;5
1927;11;2004;0.0;0.0;0.0;0.0;0
1928;11;2005;0.0;0.0;0.0;0.0;0
1929;11;2006;0.0;0.0;0.0;0.0;0
1930;11;2007;0.0;0.0;0.0;0.0;0
1931;14;2004;0.0;0.0;0.0;0.0;0
1932;14;2005;0.0;0.0;0.0;0.0;0
1933;14;2006;0.0;0.0;0.0;0.0;0
1934;14;2007;0.0;0.0;0.0;0.0;0
1935;15;2005;0.0;0.0;0.0;0.0;6
1936;15;2006;0.0;0.0;0.0;0.0;7
1937;15;2007;0.0;0.0;0.0;0.0;12
1938;17;2006;0.0;0.0;0.0;0.0;0
1939;18;2004;0.0;0.0;0.0;0.0;0
1940;18;2005;0.0;0.0;0.0;0.0;0
1941;18;2007;0.0;0.0;0.0;0.0;0
1942;20;2004;0.0;0.0;0.0;0.0;0
1943;20;2005;0.0;0.0;0.0;0.0;0
1944;21;2004;0.0;0.0;0.0;0.0;0
1945;21;2005;0.0;0.0;0.0;0.0;0
1946;21;2006;0.0;0.0;0.0;0.0;0
1947;21;2007;0.0;0.0;0.0;0.0;0
1948;22;2004;0.0;0.0;0.0;0.0;0
1949;22;2006;0.0;0.0;0.0;0.0;0
1950;22;2007;0.0;0.0;0.0;0.0;0
1951;23;2004;0.0;0.0;0.0;0.0;0
1952;23;2005;0.0;0.0;0.0;0.0;0
1953;24;2004;0.0;0.0;0.0;0.0;0
1954;24;2005;0.0;0.0;0.0;0.0;0
1955;24;2006;0.0;0.0;0.0;0.0;0
1956;24;2007;0.0;0.0;0.0;0.0;0
1957;25;2004;0.0;0.0;0.0;0.0;0
1958;25;2005;0.0;0.0;0.0;0.0;0
1959;25;2006;0.0;0.0;0.0;0.0;0
1960;25;2007;0.0;0.0;0.0;0.0;0
1961;26;2005;0.0;0.0;0.0;0.0;0
1962;26;2006;0.0;0.0;0.0;0.0;0
1963;28;2004;0.0;0.0;0.0;0.0;0
1964;28;2005;0.0;0.0;0.0;0.0;0
1965;28;2006;0.0;0.0;0.0;0.0;0
1966;28;2007;0.0;0.0;0.0;0.0;0
1967;29;2004;0.0;0.0;0.0;0.0;0
1968;29;2005;0.0;0.0;0.0;0.0;0
1969;29;2006;0.0;0.0;0.0;0.0;0
1970;29;2007;0.0;0.0;0.0;0.0;0
1971;32;2004;0.0;0.0;0.0;0.0;0
1972;32;2005;0.0;0.0;0.0;0.0;0
1973;32;2006;0.0;0.0;0.0;0.0;0
1974;32;2007;0.0;0.0;0.0;0.0;0
1975;33;2004;0.0;0.0;0.0;0.0;0
1976;33;2005;0.0;0.0;0.0;0.0;0
1977;33;2006;0.0;0.0;0.0;0.0;0
1978;33;2007;0.0;0.0;0.0;0.0;0
1979;34;2004;0.0;0.0;0.0;0.0;0
1980;34;2005;0.0;0.0;0.0;0.0;0
1981;34;2006;0.0;0.0;0.0;0.0;0
1982;36;2004;0.0;0.0;0.0;0.0;0
1983;36;2005;0.0;0.0;0.0;0.0;0
1984;36;2006;0.0;0.0;0.0;0.0;0
1985;36;2007;0.0;0.0;0.0;0.0;0
1986;37;2004;0.0;0.0;0.0;0.0;0
1987;37;2005;0.0;0.0;0.0;0.0;0
1988;37;2006;0.0;0.0;0.0;0.0;0
1989;37;2007;0.0;0.0;0.0;0.0;0
1990;38;2005;0.0;0.0;0.0;0.0;17
1991;38;2006;0.0;0.0;0.0;0.0;22
1992;40;2004;0.0;0.0;0.0;0.0;7
1993;40;2005;0.0;0.0;0.0;0.0;8
1994;41;2004;0.0;0.0;0.0;0.0;3
1995;41;2005;0.0;0.0;0.0;0.0;3
1996;41;2007;0.0;0.0;0.0;0.0;3
1997;42;2004;0.0;0.0;0.0;0.0;1
1998;42;2006;0.0;0.0;0.0;0.0;8
1999;42;2007;0.0;0.0;0.0;0.0;20
2000;43;2004;0.0;0.0;0.0;0.0;0
2001;43;2005;0.0;0.0;0.0;0.0;0
2002;43;2006;0.0;0.0;0.0;0.0;0
2003;43;2007;0.0;0.0;0.0;0.0;0
2004;44;2004;0.0;0.0;0.0;0.0;0
2005;44;2005;0.0;0.0;0.0;0.0;0
2006;44;2006;0.0;0.0;0.0;0.0;0
2007;45;2006;0.0;0.0;0.0;0.0;0
2008;45;2006;0.0;0.0;0.0;0.0;0
2009;45;2007;0.0;0.0;0.0;0.0;0
2010;45;2007;0.0;0.0;0.0;0.0;0
2011;48;2006;0.0;0.0;0.0;0.0;2
2012;48;2007;0.0;0.0;0.0;0.0;2
2013;49;2005;0.0;0.0;0.0;0.0;0
2014;49;2006;0.0;0.0;0.0;0.0;0
2015;49;2007;0.0;0.0;0.0;0.0;0
2016;50;2004;0.0;0.0;0.0;0.0;0
2017;50;2005;0.0;0.0;0.0;0.0;0
2018;50;2006;0.0;0.0;0.0;0.0;0
2019;52;2004;0.0;0.0;0.0;0.0;0
2020;52;2005;0.0;0.0;0.0;0.0;0
2021;52;2006;0.0;0.0;0.0;0.0;0
2022;52;2007;0.0;0.0;0.0;0.0;0
2023;54;2004;0.0;0.0;0.0;0.0;0
2024;54;2005;0.0;0.0;0.0;0.0;0
2025;54;2006;0.0;0.0;0.0;0.0;0
2026;54;2007;0.0;0.0;0.0;0.0;0
2027;58;2004;0.0;0.0;0.0;0.0;0
2028;58;2005;0.0;0.0;0.0;0.0;0
2029;58;2006;0.0;0.0;0.0;0.0;0
2030;58;2007;0.0;0.0;0.0;0.0;0
2031;59;2004;0.0;0.0;0.0;0.0;0
2032;59;2005;0.0;0.0;0.0;0.0;0
2033;59;2006;0.0;0.0;0.0;0.0;0
2034;59;2007;0.0;0.0;0.0;0.0;0
2035;62;2004;0.0;0.0;0.0;0.0;0
2036;62;2005;0.0;0.0;0.0;0.0;0
2037;62;2006;0.0;0.0;0.0;0.0;0
2038;62;2007;0.0;0.0;0.0;0.0;0
2039;64;2005;0.0;0.0;0.0;0.0;1
2040;64;2006;0.0;0.0;0.0;0.0;2
2041;64;2007;0.0;0.0;0.0;0.0;4
2042;65;2004;0.0;0.0;0.0;0.0;0
2043;65;2005;0.0;0.0;0.0;0.0;0
2044;65;2006;0.0;0.0;0.0;0.0;0
2045;65;2007;0.0;0.0;0.0;0.0;0
2046;69;2005;0.0;0.0;0.0;0.0;0
2047;69;2006;0.0;0.0;0.0;0.0;0
2048;69;2007;0.0;0.0;0.0;0.0;0
2049;71;2004;0.0;0.0;0.0;0.0;0
2050;71;2005;0.0;0.0;0.0;0.0;0
2051;71;2006;0.0;0.0;0.0;0.0;0
2052;71;2007;0.0;0.0;0.0;0.0;0
2053;74;2004;0.0;0.0;0.0;0.0;0
2054;74;2005;0.0;0.0;0.0;0.0;0
2055;74;2006;0.0;0.0;0.0;0.0;0
2056;74;2007;0.0;0.0;0.0;0.0;0
2057;76;2004;0.0;0.0;0.0;0.0;0
2058;76;2006;0.0;0.0;0.0;0.0;0
2059;76;2007;0.0;0.0;0.0;0.0;0
2060;79;2004;0.0;0.0;0.0;0.0;0
2061;79;2006;0.0;0.0;0.0;0.0;0
2062;79;2007;0.0;0.0;0.0;0.0;0
2063;80;2004;0.0;0.0;0.0;0.0;0
2064;80;2005;0.0;0.0;0.0;0.0;0
2065;80;2006;0.0;0.0;0.0;0.0;0
2066;80;2007;0.0;0.0;0.0;0.0;0
2067;81;2004;0.0;0.0;0.0;0.0;0
2068;81;2005;0.0;0.0;0.0;0.0;0
2069;81;2006;0.0;0.0;0.0;0.0;0
2070;83;2004;0.0;0.0;0.0;0.0;0
2071;83;2005;0.0;0.0;0.0;0.0;0
2072;83;2006;0.0;0.0;0.0;0.0;0
2073;83;2007;0.0;0.0;0.0;0.0;0
2074;84;2004;0.0;0.0;0.0;0.0;0
2075;84;2005;0.0;0.0;0.0;0.0;0
2076;84;2006;0.0;0.0;0.0;0.0;0
2077;84;2007;0.0;0.0;0.0;0.0;0
2078;85;2004;0.0;0.0;0.0;0.0;0
2079;85;2005;0.0;0.0;0.0;0.0;0
2080;85;2007;0.0;0.0;0.0;0.0;0
2081;87;2004;0.0;0.0;0.0;0.0;0
2082;87;2005;0.0;0.0;0.0;0.0;0
2083;87;2006;0.0;0.0;0.0;0.0;0
2084;87;2007;0.0;0.0;0.0;0.0;0
2085;88;2004;0.0;0.0;0.0;0.0;0
2086;88;2005;0.0;0.0;0.0;0.0;0
2087;88;2006;0.0;0.0;0.0;0.0;0
2088;88;2007;0.0;0.0;0.0;0.0;0
2089;89;2004;0.0;0.0;0.0;0.0;0
2090;89;2005;0.0;0.0;0.0;0.0;0
2091;89;2007;0.0;0.0;0.0;0.0;0
2092;91;2004;0.0;0.0;0.0;0.0;0
2093;91;2005;0.0;0.0;0.0;0.0;0
2094;91;2006;0.0;0.0;0.0;0.0;0
2095;91;2007;0.0;0.0;0.0;0.0;0
2096;92;2004;0.0;0.0;0.0;0.0;0
2097;92;2005;0.0;0.0;0.0;0.0;0
2098;92;2006;0.0;0.0;0.0;0.0;0
2099;92;2007;0.0;0.0;0.0;0.0;0
2100;93;2004;0.0;0.0;0.0;0.0;14
2101;93;2005;0.0;0.0;0.0;0.0;15
2102;93;2006;0.0;0.0;0.0;0.0;17
2103;93;2007;0.0;0.0;0.0;0.0;21
2104;96;2004;0.0;0.0;0.0;0.0;0
2105;96;2005;0.0;0.0;0.0;0.0;0
2106;96;2006;0.0;0.0;0.0;0.0;0
2107;96;2007;0.0;0.0;0.0;0.0;0
2108;97;2004;0.0;0.0;0.0;0.0;0
2109;97;2005;0.0;0.0;0.0;0.0;0
2110;97;2006;0.0;0.0;0.0;0.0;0
2111;97;2007;0.0;0.0;0.0;0.0;0
2112;100;2005;0.0;0.0;0.0;0.0;12
2113;100;2006;0.0;0.0;0.0;0.0;23
2114;100;2007;0.0;0.0;0.0;0.0;36
2115;103;2004;0.0;0.0;0.0;0.0;0
2116;103;2007;0.0;0.0;0.0;0.0;0
2117;104;2004;0.0;0.0;0.0;0.0;0
2118;104;2005;0.0;0.0;0.0;0.0;0
2119;104;2007;0.0;0.0;0.0;0.0;0
2120;109;2004;0.0;0.0;0.0;0.0;0
2121;109;2005;0.0;0.0;0.0;0.0;0
2122;109;2007;0.0;0.0;0.0;0.0;0
2123;110;2004;0.0;0.0;0.0;0.0;22
2124;110;2005;0.0;0.0;0.0;0.0;24
2125;110;2006;0.0;0.0;0.0;0.0;27
2126;110;2007;0.0;0.0;0.0;0.0;24
2127;112;2004;0.0;0.0;0.0;0.0;0
2128;112;2006;0.0;0.0;0.0;0.0;0
2129;112;2007;0.0;0.0;0.0;0.0;0
2130;114;2004;0.0;0.0;0.0;0.0;0
2131;114;2005;0.0;0.0;0.0;0.0;0
2132;114;2007;0.0;0.0;0.0;0.0;0
2133;115;2004;0.0;0.0;0.0;0.0;0
2134;115;2005;0.0;0.0;0.0;0.0;0
2135;115;2007;0.0;0.0;0.0;0.0;0
2136;116;2004;0.0;0.0;0.0;0.0;0
2137;116;2005;0.0;0.0;0.0;0.0;0
2138;116;2006;0.0;0.0;0.0;0.0;0
2139;116;2007;0.0;0.0;0.0;0.0;0
2140;117;2004;0.0;0.0;0.0;0.0;2
2141;117;2005;0.0;0.0;0.0;0.0;3
2142;117;2007;0.0;0.0;0.0;0.0;10
2143;118;2004;0.0;0.0;0.0;0.0;2
2144;118;2005;0.0;0.0;0.0;0.0;2
2145;118;2006;0.0;0.0;0.0;0.0;3
2146;118;2007;0.0;0.0;0.0;0.0;4
2147;119;2004;0.0;0.0;0.0;0.0;0
2148;119;2005;0.0;0.0;0.0;0.0;0
2149;119;2006;0.0;0.0;0.0;0.0;0
2150;120;2004;0.0;0.0;0.0;0.0;1
2151;120;2005;0.0;0.0;0.0;0.0;0
2152;120;2006;0.0;0.0;0.0;0.0;3
2153;120;2007;0.0;0.0;0.0;0.0;4
2154;121;2004;0.0;0.0;0.0;0.0;0
2155;121;2005;0.0;0.0;0.0;0.0;0
2156;121;2006;0.0;0.0;0.0;0.0;0
2157;122;2004;0.0;0.0;0.0;0.0;0
2158;122;2005;0.0;0.0;0.0;0.0;0
2159;122;2006;0.0;0.0;0.0;0.0;0
2160;122;2007;0.0;0.0;0.0;0.0;0
2161;123;2004;0.0;0.0;0.0;0.0;0
2162;123;2005;0.0;0.0;0.0;0.0;0
2163;123;2006;0.0;0.0;0.0;0.0;0
2164;123;2007;0.0;0.0;0.0;0.0;0
2165;124;2004;0.0;0.0;0.0;0.0;1
2166;124;2005;0.0;0.0;0.0;0.0;1
2167;124;2006;0.0;0.0;0.0;0.0;0
